hotel;is_canceled;lead_time;arrival_date_year;arrival_date_month;arrival_date_week_number;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;distribution_channel;is_repeated_guest;previous_cancellations;previous_bookings_not_canceled;reserved_room_type;assigned_room_type;booking_changes;deposit_type;agent;company;days_in_waiting_list;customer_type;adr;required_car_parking_spaces;total_of_special_requests;reservation_status;reservation_status_date
City Hotel;1;182;2018;July;27;2;1;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient;76.5;0;2;Canceled;2018-04-23
City Hotel;1;173;2018;July;30;25;2;4;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient;76.5;0;1;Canceled;2018-05-05
City Hotel;1;221;2018;September;37;10;1;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient-Party;89.3;0;3;Canceled;2018-05-06
City Hotel;1;221;2018;September;37;10;1;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient-Party;89.3;0;3;Canceled;2018-05-06
City Hotel;1;221;2018;September;37;10;1;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient-Party;89.3;0;3;Canceled;2018-05-06
City Hotel;1;204;2018;September;36;4;1;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;No Deposit;16;;0;Transient;66.1;0;0;Canceled;2018-05-12
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;75;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;75;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;75;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;85;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;335;2018;September;38;17;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;Non Refund;5;;0;Transient;55;0;0;Canceled;2018-05-14
City Hotel;1;185;2018;July;28;5;3;5;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient;76.5;0;0;Canceled;2018-05-14
City Hotel;1;185;2018;July;28;5;4;6;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient;76.5;0;0;Canceled;2018-05-14
City Hotel;1;138;2018;July;28;5;2;2;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient-Party;76.5;0;2;Canceled;2018-05-14
City Hotel;1;138;2018;July;28;5;2;2;1;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient-Party;68;0;2;Canceled;2018-05-14
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;164;2018;August;33;14;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-19
City Hotel;1;231;2018;September;37;10;1;3;2;0;0;BB;GBR;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient;89.3;0;0;Canceled;2018-05-20
City Hotel;1;166;2018;August;31;1;2;1;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient;76.5;0;2;Canceled;2018-05-20
City Hotel;1;152;2018;July;29;14;2;8;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient-Party;76.5;0;1;Canceled;2018-05-22
City Hotel;1;152;2018;July;29;14;2;8;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient-Party;76.5;0;1;Canceled;2018-05-22
City Hotel;1;135;2018;July;29;15;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;7;;0;Transient;58.9;0;0;Canceled;2018-05-25
City Hotel;1;143;2018;July;30;19;2;5;1;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient;68;0;2;Canceled;2018-05-27
City Hotel;1;174;2018;July;30;20;1;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient;76.5;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;326;2018;September;37;8;0;1;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-05-28
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;60;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;3;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;87;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;1;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;50;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;1;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;50;0;0;Canceled;2018-05-29
City Hotel;1;136;2018;July;29;17;1;2;1;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;No Deposit;1;;0;Transient;0;0;0;Canceled;2018-05-29
City Hotel;1;211;2018;August;34;22;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;7;;0;Transient;56;0;0;Canceled;2018-05-30
City Hotel;1;150;2018;July;30;23;2;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;1;No Deposit;9;;0;Transient;76.5;0;1;Canceled;2018-06-01
City Hotel;1;235;2018;September;38;18;2;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient-Party;89.3;0;2;Canceled;2018-06-09
City Hotel;1;235;2018;September;38;18;2;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient-Party;89.3;0;2;Canceled;2018-06-09
City Hotel;1;235;2018;September;38;18;2;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient-Party;89.3;0;2;Canceled;2018-06-09
City Hotel;1;178;2018;July;30;23;2;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient;76.5;0;2;Canceled;2018-06-10
City Hotel;1;224;2018;October;40;2;1;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;1;0;A;A;0;No Deposit;3;;0;Transient-Party;65;0;0;Canceled;2018-06-11
City Hotel;1;174;2018;August;32;3;1;1;2;0;0;BB;PRT;Direct;Direct;0;1;0;B;B;0;No Deposit;14;;0;Transient-Party;90;0;1;Canceled;2018-06-12
City Hotel;1;174;2018;August;32;3;1;1;2;0;0;BB;PRT;Direct;Direct;0;1;0;B;B;0;No Deposit;14;;0;Transient-Party;90;0;1;Canceled;2018-06-12
City Hotel;1;146;2018;July;27;2;0;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;9;;0;Transient;76.5;0;0;Canceled;2018-06-15
City Hotel;1;144;2018;July;29;18;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;7;;0;Transient;56;0;1;Canceled;2018-06-15
City Hotel;1;269;2018;October;43;22;0;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;7;;0;Transient;65.3;0;1;Canceled;2018-06-15
City Hotel;1;269;2018;October;43;22;0;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;7;;0;Transient;65.3;0;1;Canceled;2018-06-15
City Hotel;1;272;2018;October;43;22;0;3;2;0;0;BB;PRT;Online TA;TA/TO;0;1;0;A;A;0;No Deposit;7;;0;Transient;65.3;0;1;Canceled;2018-06-15
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-06-15
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-06-15
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-06-15
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-06-15
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-06-15
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-06-15
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-06-15
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-06-15
City Hotel;1;153;2018;August;32;3;1;2;2;0;0;BB;PRT;Groups;TA/TO;0;1;0;A;A;0;Non Refund;1;;0;Transient;60;0;0;Canceled;2018-06-15
